ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,AGUA,RUA_PAVI,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_BANHO,QT_EMPRE,QT_AUTO,QT_MICRO,QT_LAVALOU,QT_GEL1,QT_GEL2,QT_FREEZ,QT_MLAVA,QT_DVD,QT_MICROON,QT_MOTO,QT_SECAROU,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,PONTO_BR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIA_SEM,TOT_VIAG,ZONA_O,MUNI_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,H_SAIDA,MIN_SAIDA,ANDA_O,H_CHEG,MIN_CHEG,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,VIA_BICI,TP_ESTBICI,ID_ORDEM
102,36,325755,7396344,01020306,0,135.142857,306,1,22022018,1,1,1,3,1,010203061,0,135.142857,1,3,2,5.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1,1.0,50.0,2009.0,,,10540.71,3,01020306103,0,129.495873,3,3,28,2,1,5,1,1,2800.0,,,,,,94.0,36.0,329258.0,7396792.0,2.0,2.0,2.0,11.0,1.0,,,,,,,,,,2.0,212.838905,4.0,2,94.0,36.0,-46.672443509051,-23.529874194069915,102.0,36.0,-46.70679641167895,-23.5335465764878,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,16.0,40.0,1.0,17.0,10.0,1.0,30.0,15.0,4.0,,,,7.0,1.0,3.0,44041
104,36,324094,7397421,01041114,0,17.174312,1114,1,15112017,1,1,1,5,1,010411141,0,17.174312,1,5,1,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1,1.0,51.0,2012.0,2008.0,,11125.56,3,01041114101,0,18.851868,1,1,37,1,1,5,1,3,,,,,,,106.0,36.0,322154.0,7396533.0,2.0,2.0,2.0,7.0,2.0,,,,,,,,,,3.0,30.984855,3.0,6,104.0,36.0,-46.722934222137546,-23.523643521125667,106.0,36.0,-46.74203458476187,-23.531449372859058,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,9.0,45.0,1.0,10.0,0.0,1.0,15.0,15.0,4.0,,,,7.0,1.0,3.0,45345
104,36,324094,7397421,01041114,0,17.174312,1114,1,15112017,1,1,1,5,1,010411141,0,17.174312,1,5,1,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1,1.0,51.0,2012.0,2008.0,,11125.56,3,01041114101,0,18.851868,1,1,37,1,1,5,1,3,,,,,,,106.0,36.0,322154.0,7396533.0,2.0,2.0,2.0,7.0,2.0,,,,,,,,,,4.0,30.984855,3.0,6,106.0,36.0,-46.74203458476187,-23.531449372859058,104.0,36.0,-46.722934222137546,-23.523643521125667,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,12.0,45.0,1.0,13.0,0.0,1.0,15.0,15.0,4.0,,,,7.0,1.0,3.0,45346
104,36,324094,7397421,01041114,0,17.174312,1114,1,15112017,1,1,1,5,1,010411141,0,17.174312,1,5,1,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1,1.0,51.0,2012.0,2008.0,,11125.56,3,01041114101,0,18.851868,1,1,37,1,1,5,1,3,,,,,,,106.0,36.0,322154.0,7396533.0,2.0,2.0,2.0,7.0,2.0,,,,,,,,,,5.0,30.984855,3.0,6,104.0,36.0,-46.722934222137546,-23.523643521125667,106.0,36.0,-46.74203458476187,-23.531449372859058,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,13.0,45.0,1.0,14.0,0.0,1.0,15.0,15.0,4.0,,,,7.0,1.0,3.0,45347
104,36,324094,7397421,01041114,0,17.174312,1114,1,15112017,1,1,1,5,1,010411141,0,17.174312,1,5,1,4.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1,1.0,51.0,2012.0,2008.0,,11125.56,3,01041114101,0,18.851868,1,1,37,1,1,5,1,3,,,,,,,106.0,36.0,322154.0,7396533.0,2.0,2.0,2.0,7.0,2.0,,,,,,,,,,6.0,30.984855,3.0,6,106.0,36.0,-46.74203458476187,-23.531449372859058,104.0,36.0,-46.722934222137546,-23.523643521125667,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,20.0,30.0,1.0,20.0,45.0,1.0,15.0,15.0,4.0,,,,7.0,1.0,3.0,45348
104,36,323880,7397502,01041789,0,17.174312,1789,1,18082018,1,1,1,6,1,010417891,0,17.174312,1,6,2,4.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1,1.0,65.0,2010.0,2010.0,1995.0,23694.54,3,01041789103,1,23.560895,3,3,17,1,4,3,8,2,0.0,107.0,36.0,322717.0,7396871.0,2.0,,,,,,,,,,,,,,,,,,,1.0,38.724594,6.0,4,104.0,36.0,-46.7250200031926,-23.52288899604677,107.0,36.0,-46.73648180708066,-23.528459360910173,,,,,,,,,,,,,8.0,4.0,2.0,2.0,15.0,,,,7.0,15.0,1.0,7.0,25.0,1.0,10.0,15.0,4.0,,,,1.0,1.0,3.0,45792
104,36,323880,7397502,01041789,0,17.174312,1789,1,18082018,1,1,1,6,1,010417891,0,17.174312,1,6,2,4.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1,1.0,65.0,2010.0,2010.0,1995.0,23694.54,3,01041789103,0,23.560895,3,3,17,1,4,3,8,2,0.0,107.0,36.0,322717.0,7396871.0,2.0,,,,,,,,,,,,,,,,,,,2.0,38.724594,6.0,4,107.0,36.0,-46.73648180708066,-23.528459360910173,104.0,36.0,-46.7250200031926,-23.52288899604677,,,,,,,,,,,,,4.0,8.0,2.0,2.0,15.0,,,,12.0,0.0,1.0,12.0,20.0,1.0,20.0,15.0,4.0,,,,1.0,1.0,3.0,45793
104,36,323880,7397502,01041789,0,17.174312,1789,1,18082018,1,1,1,6,1,010417891,0,17.174312,1,6,2,4.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1,1.0,65.0,2010.0,2010.0,1995.0,23694.54,3,01041789103,0,23.560895,3,3,17,1,4,3,8,2,0.0,107.0,36.0,322717.0,7396871.0,2.0,,,,,,,,,,,,,,,,,,,3.0,38.724594,6.0,4,104.0,36.0,-46.7250200031926,-23.52288899604677,107.0,36.0,-46.73648180708066,-23.528459360910173,,,,,,,,,,,,,8.0,4.0,2.0,2.0,15.0,,,,13.0,0.0,1.0,13.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,1.0,3.0,45794
104,36,323880,7397502,01041789,0,17.174312,1789,1,18082018,1,1,1,6,1,010417891,0,17.174312,1,6,2,4.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1,1.0,65.0,2010.0,2010.0,1995.0,23694.54,3,01041789103,0,23.560895,3,3,17,1,4,3,8,2,0.0,107.0,36.0,322717.0,7396871.0,2.0,,,,,,,,,,,,,,,,,,,4.0,38.724594,6.0,4,107.0,36.0,-46.73648180708066,-23.528459360910173,104.0,36.0,-46.7250200031926,-23.52288899604677,,,,,,,,,,,,,4.0,8.0,2.0,2.0,15.0,,,,16.0,30.0,1.0,16.0,50.0,1.0,20.0,15.0,4.0,,,,1.0,1.0,3.0,45795
106,36,323033,7395825,01060008,1,16.585924,8,1,18052018,1,1,1,1,1,010600081,1,16.585924,1,1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6.0,15.0,,,,1000.0,1,01060008101,1,14.537709,1,1,21,1,1,4,1,1,1000.0,,,,,,334.0,36.0,321273.0,7391923.0,2.0,2.0,2.0,14.0,4.0,,,,,,,,,,1.0,23.894121,5.0,2,106.0,36.0,-46.73351146155347,-23.537937692095262,334.0,36.0,-46.75121248785137,-23.57297354193282,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,6.0,0.0,1.0,6.0,40.0,1.0,40.0,15.0,4.0,,,,5.0,1.0,3.0,46300
106,36,323033,7395825,01060008,0,16.585924,8,1,18052018,1,1,1,1,1,010600081,0,16.585924,1,1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6.0,15.0,,,,1000.0,1,01060008101,0,14.537709,1,1,21,1,1,4,1,1,1000.0,,,,,,334.0,36.0,321273.0,7391923.0,2.0,2.0,2.0,14.0,4.0,,,,,,,,,,2.0,23.894121,5.0,2,334.0,36.0,-46.75121248785137,-23.57297354193282,106.0,36.0,-46.73351146155347,-23.537937692095262,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,12.0,0.0,1.0,12.0,50.0,1.0,50.0,15.0,4.0,,,,5.0,1.0,3.0,46301
106,36,323117,7395944,01060024,1,16.585924,24,1,18052018,1,1,1,4,1,010600241,1,16.585924,1,4,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6.0,16.0,,,,0.0,2,01060024101,1,14.537709,1,1,28,1,1,4,1,2,0.0,,,,,,106.0,36.0,322983.0,7396152.0,2.0,2.0,6.0,4.0,1.0,,,,,,,,,,1.0,23.894121,5.0,4,106.0,36.0,-46.7326748399413,-23.536872462359508,106.0,36.0,-46.73396236211989,-23.534979910836196,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,4.0,50.0,5.0,5.0,0.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,46385
106,36,323117,7395944,01060024,0,16.585924,24,1,18052018,1,1,1,4,1,010600241,0,16.585924,1,4,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6.0,16.0,,,,0.0,2,01060024101,0,14.537709,1,1,28,1,1,4,1,2,0.0,,,,,,106.0,36.0,322983.0,7396152.0,2.0,2.0,6.0,4.0,1.0,,,,,,,,,,2.0,23.894121,5.0,4,106.0,36.0,-46.73396236211989,-23.534979910836196,106.0,36.0,-46.7326748399413,-23.536872462359508,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,13.0,50.0,1.0,14.0,0.0,5.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,46386
106,36,323117,7395944,01060024,0,16.585924,24,1,18052018,1,1,1,4,1,010600241,0,16.585924,1,4,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6.0,16.0,,,,0.0,2,01060024101,0,14.537709,1,1,28,1,1,4,1,2,0.0,,,,,,106.0,36.0,322983.0,7396152.0,2.0,2.0,6.0,4.0,1.0,,,,,,,,,,3.0,23.894121,5.0,4,106.0,36.0,-46.7326748399413,-23.536872462359508,106.0,36.0,-46.73396236211989,-23.534979910836196,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,14.0,20.0,1.0,14.0,30.0,5.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,46387
106,36,323117,7395944,01060024,0,16.585924,24,1,18052018,1,1,1,4,1,010600241,0,16.585924,1,4,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6.0,16.0,,,,0.0,2,01060024101,0,14.537709,1,1,28,1,1,4,1,2,0.0,,,,,,106.0,36.0,322983.0,7396152.0,2.0,2.0,6.0,4.0,1.0,,,,,,,,,,4.0,23.894121,5.0,4,106.0,36.0,-46.73396236211989,-23.534979910836196,106.0,36.0,-46.7326748399413,-23.536872462359508,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,16.0,0.0,1.0,16.0,10.0,5.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,46388
106,36,323032,7395706,01060031,1,16.585924,31,1,19052018,1,1,1,2,1,010600311,1,16.585924,1,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,4.0,23.0,,,,4000.0,1,01060031101,1,30.515933,1,1,39,1,1,1,1,1,2500.0,,,,,,37.0,36.0,331183.0,7397625.0,2.0,1.0,9.0,14.0,1.0,,,,,,,,,,1.0,50.155866,6.0,2,106.0,36.0,-46.73353533824782,-23.53901197621675,37.0,36.0,-46.65349998517068,-23.52255457521836,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,6.0,0.0,1.0,6.0,40.0,1.0,40.0,15.0,4.0,,,,7.0,1.0,1.0,46430
106,36,323032,7395706,01060031,0,16.585924,31,1,19052018,1,1,1,2,1,010600311,0,16.585924,1,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,4.0,23.0,,,,4000.0,1,01060031101,0,30.515933,1,1,39,1,1,1,1,1,2500.0,,,,,,37.0,36.0,331183.0,7397625.0,2.0,1.0,9.0,14.0,1.0,,,,,,,,,,2.0,50.155866,6.0,2,37.0,36.0,-46.65349998517068,-23.52255457521836,106.0,36.0,-46.73353533824782,-23.53901197621675,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,16.0,0.0,1.0,16.0,40.0,1.0,40.0,15.0,4.0,,,,7.0,1.0,3.0,46431
106,36,323199,7395688,01060559,0,32.686148,559,1,27052018,1,1,1,5,1,010605591,0,32.686148,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,5.0,19.0,,,,1900.0,1,01060559103,1,52.645997,3,3,30,1,4,3,8,2,0.0,96.0,36.0,324718.0,7394499.0,1.0,,,,,,,,,,,,,,,,,,,1.0,86.528753,5.0,2,106.0,36.0,-46.73190215586514,-23.539192705553372,96.0,36.0,-46.717167022635294,-23.550092595501898,,,,,,,,,,,,,8.0,4.0,2.0,2.0,15.0,,,,19.0,0.0,1.0,19.0,20.0,1.0,20.0,15.0,4.0,,,,1.0,2.0,1.0,46482
106,36,323199,7395688,01060559,0,32.686148,559,1,27052018,1,1,1,5,1,010605591,0,32.686148,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,5.0,19.0,,,,1900.0,1,01060559103,0,52.645997,3,3,30,1,4,3,8,2,0.0,96.0,36.0,324718.0,7394499.0,1.0,,,,,,,,,,,,,,,,,,,2.0,86.528753,5.0,2,96.0,36.0,-46.717167022635294,-23.550092595501898,106.0,36.0,-46.73190215586514,-23.539192705553372,,,,,,,,,,,,,4.0,8.0,2.0,2.0,15.0,,,,22.0,30.0,1.0,23.0,0.0,1.0,30.0,15.0,4.0,,,,1.0,2.0,3.0,46483
106,36,323199,7395688,01060563,1,32.686148,563,1,23052018,1,1,1,4,1,010605631,1,32.686148,1,4,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,4.0,23.0,2015.0,,,2452.84,3,01060563101,1,25.080413,1,1,28,1,1,4,1,3,,,,,,,106.0,36.0,322483.0,7396901.0,2.0,2.0,5.0,4.0,4.0,,,,,,,,,,1.0,41.222067,3.0,2,106.0,36.0,-46.73190215586514,-23.539192705553372,106.0,36.0,-46.73876945193327,-23.528162920238305,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,5.0,30.0,1.0,5.0,40.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,4.0,46498
106,36,323199,7395688,01060563,0,32.686148,563,1,23052018,1,1,1,4,1,010605631,0,32.686148,1,4,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,4.0,23.0,2015.0,,,2452.84,3,01060563101,0,25.080413,1,1,28,1,1,4,1,3,,,,,,,106.0,36.0,322483.0,7396901.0,2.0,2.0,5.0,4.0,4.0,,,,,,,,,,2.0,41.222067,3.0,2,106.0,36.0,-46.73876945193327,-23.528162920238305,106.0,36.0,-46.73190215586514,-23.539192705553372,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,17.0,50.0,1.0,18.0,0.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,46499
106,36,323199,7395688,01060571,1,32.686148,571,1,23052018,1,1,1,4,1,010605711,1,32.686148,1,4,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1,5.0,22.0,2015.0,,,2100.0,1,01060571101,1,52.645997,1,1,43,1,1,2,1,1,2100.0,,,,,,106.0,36.0,322483.0,7396901.0,2.0,2.0,11.0,4.0,1.0,,,,,,,,,,1.0,86.528753,3.0,4,106.0,36.0,-46.73190215586514,-23.539192705553372,106.0,36.0,-46.73876945193327,-23.528162920238305,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,5.0,40.0,1.0,5.0,50.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,46526
106,36,323199,7395688,01060571,0,32.686148,571,1,23052018,1,1,1,4,1,010605711,0,32.686148,1,4,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1,5.0,22.0,2015.0,,,2100.0,1,01060571101,0,52.645997,1,1,43,1,1,2,1,1,2100.0,,,,,,106.0,36.0,322483.0,7396901.0,2.0,2.0,11.0,4.0,1.0,,,,,,,,,,2.0,86.528753,3.0,4,106.0,36.0,-46.73876945193327,-23.528162920238305,106.0,36.0,-46.73190215586514,-23.539192705553372,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,12.0,0.0,1.0,12.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,46527
106,36,323199,7395688,01060571,0,32.686148,571,1,23052018,1,1,1,4,1,010605711,0,32.686148,1,4,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1,5.0,22.0,2015.0,,,2100.0,1,01060571101,0,52.645997,1,1,43,1,1,2,1,1,2100.0,,,,,,106.0,36.0,322483.0,7396901.0,2.0,2.0,11.0,4.0,1.0,,,,,,,,,,3.0,86.528753,3.0,4,106.0,36.0,-46.73190215586514,-23.539192705553372,106.0,36.0,-46.73876945193327,-23.528162920238305,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,12.0,50.0,1.0,13.0,0.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,46528
106,36,323199,7395688,01060571,0,32.686148,571,1,23052018,1,1,1,4,1,010605711,0,32.686148,1,4,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1,5.0,22.0,2015.0,,,2100.0,1,01060571101,0,52.645997,1,1,43,1,1,2,1,1,2100.0,,,,,,106.0,36.0,322483.0,7396901.0,2.0,2.0,11.0,4.0,1.0,,,,,,,,,,4.0,86.528753,3.0,4,106.0,36.0,-46.73876945193327,-23.528162920238305,106.0,36.0,-46.73190215586514,-23.539192705553372,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,14.0,15.0,1.0,14.0,25.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,46529
108,36,321845,7397275,01080006,1,18.1,6,1,07042018,1,1,1,3,1,010800061,1,18.1,1,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,5.0,21.0,,,,2201.73,3,01080006101,1,21.46579,1,1,38,1,1,2,1,3,,,,,,,108.0,36.0,322642.0,7397450.0,2.0,2.0,11.0,6.0,1.0,,,,,,,,,,1.0,35.281087,6.0,2,108.0,36.0,-46.74497184954011,-23.52471634170082,108.0,36.0,-46.73714753603958,-23.523223655699393,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,7.0,0.0,1.0,7.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,1.0,46892
108,36,321845,7397275,01080006,0,18.1,6,1,07042018,1,1,1,3,1,010800061,0,18.1,1,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,5.0,21.0,,,,2201.73,3,01080006101,0,21.46579,1,1,38,1,1,2,1,3,,,,,,,108.0,36.0,322642.0,7397450.0,2.0,2.0,11.0,6.0,1.0,,,,,,,,,,2.0,35.281087,6.0,2,108.0,36.0,-46.73714753603958,-23.523223655699393,108.0,36.0,-46.74497184954011,-23.52471634170082,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,17.0,0.0,1.0,17.0,15.0,1.0,15.0,15.0,4.0,,,,1.0,2.0,1.0,46893
111,36,321662,7401292,01110021,0,439.571429,21,1,28052018,1,1,1,4,1,011100211,0,439.571429,1,4,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,3.0,33.0,2016.0,,,4209.08,3,01110021103,1,686.927236,3,3,19,1,1,4,1,3,,,,,,,109.0,36.0,322043.0,7401817.0,2.0,2.0,6.0,4.0,1.0,,,,,,,,,,1.0,1129.030892,5.0,2,111.0,36.0,-46.74628535447798,-23.48842879912301,109.0,36.0,-46.74249363904095,-23.483730574257777,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,7.0,50.0,1.0,8.0,0.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,47872
111,36,321662,7401292,01110021,0,439.571429,21,1,28052018,1,1,1,4,1,011100211,0,439.571429,1,4,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,3.0,33.0,2016.0,,,4209.08,3,01110021103,0,686.927236,3,3,19,1,1,4,1,3,,,,,,,109.0,36.0,322043.0,7401817.0,2.0,2.0,6.0,4.0,1.0,,,,,,,,,,2.0,1129.030892,5.0,2,109.0,36.0,-46.74249363904095,-23.483730574257777,111.0,36.0,-46.74628535447798,-23.48842879912301,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,17.0,0.0,1.0,17.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,47873
111,36,322198,7401046,01110038,1,300.333333,38,1,11082018,1,1,1,2,1,011100381,1,300.333333,1,2,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,5.0,20.0,,,,3300.0,1,01110038101,1,296.435901,1,1,47,1,1,2,1,1,1900.0,,,,,,111.0,36.0,321750.0,7399278.0,2.0,2.0,5.0,9.0,1.0,,,,,,,,,,1.0,487.220876,6.0,2,111.0,36.0,-46.74106790029738,-23.490708534722906,111.0,36.0,-46.74566352395041,-23.506621859258345,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,14.0,0.0,1.0,14.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,47899
111,36,322198,7401046,01110038,0,300.333333,38,1,11082018,1,1,1,2,1,011100381,0,300.333333,1,2,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,5.0,20.0,,,,3300.0,1,01110038101,0,296.435901,1,1,47,1,1,2,1,1,1900.0,,,,,,111.0,36.0,321750.0,7399278.0,2.0,2.0,5.0,9.0,1.0,,,,,,,,,,2.0,487.220876,6.0,2,111.0,36.0,-46.74566352395041,-23.506621859258345,111.0,36.0,-46.74106790029738,-23.490708534722906,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,22.0,0.0,1.0,22.0,15.0,1.0,15.0,15.0,4.0,,,,1.0,2.0,3.0,47900
122,36,326409,7405296,01220310,1,268.5,310,1,05092017,1,1,1,1,1,012203101,1,268.5,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,6.0,12.0,,,,1354.25,3,01220310101,1,295.093405,1,1,41,1,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,1.0,485.014355,2.0,2,122.0,36.0,-46.69935569493388,-23.452791534976097,140.0,36.0,-46.67291535464117,-23.50134318519424,,,,,,,,,,,,,8.0,10.0,2.0,2.0,15.0,,,,10.0,0.0,1.0,10.0,30.0,1.0,30.0,15.0,4.0,,,,1.0,2.0,8.0,51371
122,36,326409,7405296,01220310,0,268.5,310,1,05092017,1,1,1,1,1,012203101,0,268.5,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,6.0,12.0,,,,1354.25,3,01220310101,0,295.093405,1,1,41,1,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,2.0,485.014355,2.0,2,140.0,36.0,-46.67291535464117,-23.50134318519424,122.0,36.0,-46.69935569493388,-23.452791534976097,,,,,,,,,,,,,10.0,8.0,2.0,2.0,15.0,,,,10.0,50.0,1.0,12.0,10.0,1.0,80.0,15.0,4.0,,,,1.0,2.0,8.0,51372
125,36,325922,7402619,01250489,1,426.761905,489,1,16062018,1,1,1,2,1,012504891,1,426.761905,1,2,2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1,3.0,31.0,1998.0,,,3778.19,3,01250489101,1,466.210032,1,1,54,1,1,4,1,3,,,,,,,98.0,36.0,325220.0,7398081.0,2.0,2.0,9.0,5.0,1.0,,,,,,,,,,1.0,766.260967,6.0,2,125.0,36.0,-46.704431916080885,-23.476909478552745,98.0,36.0,-46.7118322261697,-23.517806282702743,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,8.0,0.0,1.0,8.0,20.0,1.0,20.0,15.0,4.0,,,,7.0,1.0,3.0,52237
