ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,AGUA,RUA_PAVI,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_BANHO,QT_EMPRE,QT_AUTO,QT_MICRO,QT_LAVALOU,QT_GEL1,QT_GEL2,QT_FREEZ,QT_MLAVA,QT_DVD,QT_MICROON,QT_MOTO,QT_SECAROU,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,PONTO_BR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIA_SEM,TOT_VIAG,ZONA_O,MUNI_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,H_SAIDA,MIN_SAIDA,ANDA_O,H_CHEG,MIN_CHEG,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,VIA_BICI,TP_ESTBICI,ID_ORDEM
2,36,333638,7394792,00020877,1,68.75,877,1,02082018,1,1,1,5,1,000208771,1,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877101,1,27.983193,1,1,71,1,1,2,4,1,954.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,45.993065,4.0,8,2.0,36.0,-46.62977694129889,-23.54838725842879,20.0,36.0,-46.631206610573884,-23.562639890084515,,,,,,,,,,,,,8.0,4.0,2.0,1.0,15.0,,,,8.0,0.0,1.0,8.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,8.0,450
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877101,0,27.983193,1,1,71,1,1,2,4,1,954.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,45.993065,4.0,8,20.0,36.0,-46.631206610573884,-23.562639890084515,2.0,36.0,-46.62977694129889,-23.54838725842879,,,,,,,,,,,,,4.0,8.0,1.0,2.0,15.0,,,,8.0,10.0,1.0,8.0,20.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,451
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877101,0,27.983193,1,1,71,1,1,2,4,1,954.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,45.993065,4.0,8,2.0,36.0,-46.62977694129889,-23.54838725842879,20.0,36.0,-46.631206610573884,-23.562639890084515,,,,,,,,,,,,,8.0,4.0,2.0,1.0,15.0,,,,10.0,50.0,1.0,11.0,0.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,8.0,452
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877101,0,27.983193,1,1,71,1,1,2,4,1,954.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,45.993065,4.0,8,20.0,36.0,-46.631206610573884,-23.562639890084515,2.0,36.0,-46.62977694129889,-23.54838725842879,,,,,,,,,,,,,4.0,8.0,1.0,2.0,15.0,,,,11.0,0.0,1.0,11.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,453
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877101,0,27.983193,1,1,71,1,1,2,4,1,954.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,45.993065,4.0,8,2.0,36.0,-46.62977694129889,-23.54838725842879,3.0,36.0,-46.62866224745024,-23.554105992982425,,,,,,,,,,,,,8.0,4.0,2.0,1.0,15.0,,,,13.0,20.0,1.0,13.0,30.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,8.0,454
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877101,0,27.983193,1,1,71,1,1,2,4,1,954.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,45.993065,4.0,8,3.0,36.0,-46.62866224745024,-23.554105992982425,2.0,36.0,-46.62977694129889,-23.54838725842879,,,,,,,,,,,,,4.0,8.0,1.0,2.0,15.0,,,,13.0,30.0,1.0,13.0,40.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,455
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877101,0,27.983193,1,1,71,1,1,2,4,1,954.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,45.993065,4.0,8,2.0,36.0,-46.62977694129889,-23.54838725842879,3.0,36.0,-46.62866224745024,-23.554105992982425,,,,,,,,,,,,,8.0,4.0,2.0,1.0,15.0,,,,18.0,0.0,1.0,18.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,8.0,456
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877101,0,27.983193,1,1,71,1,1,2,4,1,954.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,45.993065,4.0,8,3.0,36.0,-46.62866224745024,-23.554105992982425,2.0,36.0,-46.62977694129889,-23.54838725842879,,,,,,,,,,,,,4.0,8.0,1.0,2.0,15.0,,,,18.0,10.0,1.0,18.0,20.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,457
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877102,1,72.751433,2,4,8,2,3,1,8,2,0.0,3.0,36.0,333759.0,7394160.0,1.0,,,,,,,,,,,,,,,,,,,1.0,119.573967,4.0,4,2.0,36.0,-46.62977694129889,-23.54838725842879,20.0,36.0,-46.631206610573884,-23.562639890084515,,,,,,,,,,,,,8.0,4.0,2.0,2.0,15.0,,,,8.0,0.0,1.0,8.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,8.0,458
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877102,0,72.751433,2,4,8,2,3,1,8,2,0.0,3.0,36.0,333759.0,7394160.0,1.0,,,,,,,,,,,,,,,,,,,2.0,119.573967,4.0,4,20.0,36.0,-46.631206610573884,-23.562639890084515,2.0,36.0,-46.62977694129889,-23.54838725842879,,,,,,,,,,,,,4.0,8.0,2.0,2.0,15.0,,,,11.0,0.0,1.0,11.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,459
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877102,0,72.751433,2,4,8,2,3,1,8,2,0.0,3.0,36.0,333759.0,7394160.0,1.0,,,,,,,,,,,,,,,,,,,3.0,119.573967,4.0,4,2.0,36.0,-46.62977694129889,-23.54838725842879,3.0,36.0,-46.62866224745024,-23.554105992982425,,,,,,,,,,,,,8.0,4.0,2.0,2.0,15.0,,,,13.0,20.0,1.0,13.0,30.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,8.0,460
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877102,0,72.751433,2,4,8,2,3,1,8,2,0.0,3.0,36.0,333759.0,7394160.0,1.0,,,,,,,,,,,,,,,,,,,4.0,119.573967,4.0,4,3.0,36.0,-46.62866224745024,-23.554105992982425,2.0,36.0,-46.62977694129889,-23.54838725842879,,,,,,,,,,,,,4.0,8.0,2.0,2.0,15.0,,,,18.0,10.0,1.0,18.0,20.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,461
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877103,1,72.751433,3,4,6,1,3,1,8,2,0.0,3.0,36.0,333759.0,7394160.0,1.0,,,,,,,,,,,,,,,,,,,1.0,119.573967,4.0,2,2.0,36.0,-46.62977694129889,-23.54838725842879,3.0,36.0,-46.62866224745024,-23.554105992982425,,,,,,,,,,,,,8.0,4.0,2.0,2.0,15.0,,,,13.0,20.0,1.0,13.0,30.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,8.0,462
2,36,333638,7394792,00020877,0,68.75,877,1,02082018,1,1,1,5,1,000208771,0,68.75,1,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1,5.0,20.0,,,,1908.0,1,00020877103,0,72.751433,3,4,6,1,3,1,8,2,0.0,3.0,36.0,333759.0,7394160.0,1.0,,,,,,,,,,,,,,,,,,,2.0,119.573967,4.0,2,3.0,36.0,-46.62866224745024,-23.554105992982425,2.0,36.0,-46.62977694129889,-23.54838725842879,,,,,,,,,,,,,4.0,8.0,2.0,2.0,15.0,,,,18.0,10.0,1.0,18.0,20.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,463
4,36,332406,7394469,00041216,1,334.636364,1216,1,23112017,1,1,1,3,1,000412161,1,334.636364,1,3,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,3.0,29.0,,,,3391.41,3,00041216101,1,174.356006,1,1,27,1,1,5,1,3,,,,,,,5.0,36.0,332810.0,7395365.0,2.0,2.0,1.0,4.0,5.0,,,,,,,,,,1.0,286.570842,4.0,2,4.0,36.0,-46.64187871046251,-23.55117668569913,5.0,36.0,-46.637821835790305,-23.543128473941337,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,12.0,45.0,1.0,13.0,0.0,1.0,15.0,15.0,4.0,,,,8.0,1.0,1.0,901
4,36,332406,7394469,00041216,0,334.636364,1216,1,23112017,1,1,1,3,1,000412161,0,334.636364,1,3,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,3.0,29.0,,,,3391.41,3,00041216101,0,174.356006,1,1,27,1,1,5,1,3,,,,,,,5.0,36.0,332810.0,7395365.0,2.0,2.0,1.0,4.0,5.0,,,,,,,,,,2.0,286.570842,4.0,2,5.0,36.0,-46.637821835790305,-23.543128473941337,4.0,36.0,-46.64187871046251,-23.55117668569913,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,19.0,0.0,1.0,19.0,15.0,1.0,15.0,15.0,4.0,,,,8.0,1.0,8.0,902
4,36,332229,7394408,00041230,1,334.636364,1230,1,23112017,1,1,1,1,1,000412301,1,334.636364,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,6.0,16.0,,,,1680.76,3,00041230101,1,401.738311,1,1,46,1,1,3,1,3,,,,,,,30.0,36.0,330868.0,7394815.0,2.0,2.0,5.0,14.0,1.0,,,,,,,,,,1.0,660.2955,4.0,2,4.0,36.0,-46.643619033593914,-23.55170913640666,30.0,36.0,-46.65690210034796,-23.547892925181092,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,5.0,30.0,1.0,5.0,45.0,1.0,15.0,15.0,4.0,,,,7.0,2.0,1.0,905
4,36,332229,7394408,00041230,0,334.636364,1230,1,23112017,1,1,1,1,1,000412301,0,334.636364,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,6.0,16.0,,,,1680.76,3,00041230101,0,401.738311,1,1,46,1,1,3,1,3,,,,,,,30.0,36.0,330868.0,7394815.0,2.0,2.0,5.0,14.0,1.0,,,,,,,,,,2.0,660.2955,4.0,2,30.0,36.0,-46.65690210034796,-23.547892925181092,4.0,36.0,-46.643619033593914,-23.55170913640666,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,14.0,10.0,1.0,14.0,25.0,1.0,15.0,15.0,4.0,,,,7.0,1.0,1.0,906
5,36,331986,7395447,00050016,1,295.076923,16,1,24052018,2,1,1,2,1,000500161,1,295.076923,1,2,1,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1,4.0,26.0,,,,2884.19,3,00050016101,1,183.451006,1,1,28,1,1,5,1,3,,,,,,,5.0,36.0,331986.0,7395447.0,3.0,2.0,2.0,12.0,6.0,,,,,,,,,,1.0,301.519349,4.0,2,5.0,36.0,-46.645882085221764,-23.542302920730286,71.0,36.0,-46.68251701564008,-23.614141563472547,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,10.0,0.0,1.0,10.0,45.0,1.0,45.0,15.0,4.0,,,,6.0,1.0,3.0,1012
5,36,331986,7395447,00050016,0,295.076923,16,1,24052018,2,1,1,2,1,000500161,0,295.076923,1,2,1,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1,4.0,26.0,,,,2884.19,3,00050016101,0,183.451006,1,1,28,1,1,5,1,3,,,,,,,5.0,36.0,331986.0,7395447.0,3.0,2.0,2.0,12.0,6.0,,,,,,,,,,2.0,301.519349,4.0,2,71.0,36.0,-46.68251701564008,-23.614141563472547,5.0,36.0,-46.645882085221764,-23.542302920730286,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,13.0,0.0,2.0,15.0,0.0,2.0,120.0,15.0,4.0,,,,6.0,1.0,3.0,1013
5,36,332172,7394934,00051337,1,174.882353,1337,1,18082018,1,1,1,1,1,000513371,1,174.882353,1,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,4.0,27.0,,,,3500.0,1,00051337101,1,142.415242,1,1,29,1,1,5,1,1,3500.0,,,,,,35.0,36.0,331630.0,7396546.0,2.0,2.0,2.0,7.0,1.0,,,,,,,,,,1.0,234.073129,6.0,2,5.0,36.0,-46.64411819540905,-23.54695402307434,35.0,36.0,-46.64924462686402,-23.532343218905837,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,5.0,30.0,2.0,5.0,40.0,2.0,10.0,15.0,4.0,,,,1.0,1.0,3.0,1103
5,36,332172,7394934,00051337,0,174.882353,1337,1,18082018,1,1,1,1,1,000513371,0,174.882353,1,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,4.0,27.0,,,,3500.0,1,00051337101,0,142.415242,1,1,29,1,1,5,1,1,3500.0,,,,,,35.0,36.0,331630.0,7396546.0,2.0,2.0,2.0,7.0,1.0,,,,,,,,,,2.0,234.073129,6.0,2,35.0,36.0,-46.64924462686402,-23.532343218905837,5.0,36.0,-46.64411819540905,-23.54695402307434,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,18.0,30.0,2.0,18.0,45.0,2.0,15.0,15.0,4.0,,,,1.0,1.0,3.0,1104
6,36,332363,7395637,00061185,0,179.433333,1185,1,21032018,1,1,1,7,1,000611851,0,179.433333,1,7,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,4.0,23.0,,,,4337.0,1,00061185102,1,98.28852,2,4,21,1,1,3,1,1,1300.0,,,,,,9.0,36.0,333180.0,7397208.0,2.0,1.0,5.0,4.0,2.0,,,,,,,,,,1.0,161.546623,3.0,2,6.0,36.0,-46.642168827780786,-23.540626445924552,9.0,36.0,-46.63399280984126,-23.526526173736826,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,5.0,40.0,1.0,6.0,0.0,1.0,20.0,15.0,4.0,,,,1.0,1.0,3.0,1355
6,36,332363,7395637,00061185,0,179.433333,1185,1,21032018,1,1,1,7,1,000611851,0,179.433333,1,7,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,4.0,23.0,,,,4337.0,1,00061185102,0,98.28852,2,4,21,1,1,3,1,1,1300.0,,,,,,9.0,36.0,333180.0,7397208.0,2.0,1.0,5.0,4.0,2.0,,,,,,,,,,2.0,161.546623,3.0,2,9.0,36.0,-46.63399280984126,-23.526526173736826,6.0,36.0,-46.642168827780786,-23.540626445924552,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,16.0,0.0,1.0,16.0,20.0,1.0,20.0,15.0,4.0,,,,1.0,1.0,3.0,1356
7,36,332599,7397365,00070833,0,200.0,833,1,17052018,1,1,1,3,1,000708331,0,200.0,1,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1,5.0,18.0,,,,3300.0,1,00070833102,1,206.928233,2,2,36,1,1,3,2,1,1500.0,,,,,,6.0,36.0,333076.0,7396266.0,2.0,2.0,5.0,9.0,1.0,,,,,,,,,,1.0,340.106426,4.0,2,7.0,36.0,-46.63966430210245,-23.52504878766974,6.0,36.0,-46.63511628516202,-23.535020778963933,,,,,,,,,,,,,8.0,3.0,2.0,2.0,15.0,,,,5.0,0.0,1.0,5.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,1.0,3.0,1638
7,36,332599,7397365,00070833,0,200.0,833,1,17052018,1,1,1,3,1,000708331,0,200.0,1,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1,5.0,18.0,,,,3300.0,1,00070833102,0,206.928233,2,2,36,1,1,3,2,1,1500.0,,,,,,6.0,36.0,333076.0,7396266.0,2.0,2.0,5.0,9.0,1.0,,,,,,,,,,2.0,340.106426,4.0,2,6.0,36.0,-46.63511628516202,-23.535020778963933,7.0,36.0,-46.63966430210245,-23.52504878766974,,,,,,,,,,,,,3.0,8.0,2.0,2.0,15.0,,,,15.0,0.0,1.0,15.0,10.0,1.0,10.0,15.0,4.0,,,,1.0,1.0,3.0,1639
8,36,332587,7397822,00080007,0,124.428571,7,1,27092017,1,1,1,4,1,000800071,0,124.428571,1,4,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,4.0,26.0,,,,2800.0,1,00080007103,1,141.335274,3,3,14,1,3,2,8,2,0.0,37.0,36.0,330877.0,7397974.0,1.0,,,,,,,,,,,,,,,,,,,1.0,232.298098,3.0,2,8.0,36.0,-46.63973067628577,-23.520921310422633,37.0,36.0,-46.65645673239958,-23.51937163046091,,,,,,,,,,,,,8.0,4.0,2.0,2.0,15.0,,,,12.0,30.0,1.0,12.0,40.0,1.0,10.0,15.0,4.0,,,,8.0,2.0,1.0,1797
8,36,332587,7397822,00080007,0,124.428571,7,1,27092017,1,1,1,4,1,000800071,0,124.428571,1,4,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,4.0,26.0,,,,2800.0,1,00080007103,0,141.335274,3,3,14,1,3,2,8,2,0.0,37.0,36.0,330877.0,7397974.0,1.0,,,,,,,,,,,,,,,,,,,2.0,232.298098,3.0,2,37.0,36.0,-46.65645673239958,-23.51937163046091,8.0,36.0,-46.63973067628577,-23.520921310422633,,,,,,,,,,,,,4.0,8.0,2.0,2.0,15.0,,,,18.0,20.0,1.0,18.0,30.0,1.0,10.0,15.0,4.0,,,,8.0,2.0,1.0,1798
8,36,331478,7398057,00080044,0,34.636364,44,1,23022018,1,1,1,2,1,000800441,0,34.636364,1,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,4.0,23.0,,,,2452.84,3,00080044102,1,33.644654,2,2,42,2,5,4,1,1,1000.0,131.0,36.0,333772.0,7398248.0,2.0,8.0,36.0,331478.0,7398057.0,3.0,2.0,5.0,14.0,4.0,,,,,,,,,,1.0,55.298221,5.0,2,8.0,36.0,-46.65056285749672,-23.51868474050095,131.0,36.0,-46.628080503607904,-23.517196746592344,,,,,,,,,,,,,8.0,4.0,2.0,2.0,15.0,,,,18.0,45.0,1.0,19.0,20.0,1.0,35.0,15.0,4.0,,,,1.0,2.0,3.0,1858
8,36,331478,7398057,00080044,0,34.636364,44,1,23022018,1,1,1,2,1,000800441,0,34.636364,1,2,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,4.0,23.0,,,,2452.84,3,00080044102,0,33.644654,2,2,42,2,5,4,1,1,1000.0,131.0,36.0,333772.0,7398248.0,2.0,8.0,36.0,331478.0,7398057.0,3.0,2.0,5.0,14.0,4.0,,,,,,,,,,2.0,55.298221,5.0,2,131.0,36.0,-46.628080503607904,-23.517196746592344,8.0,36.0,-46.65056285749672,-23.51868474050095,,,,,,,,,,,,,4.0,8.0,2.0,2.0,15.0,,,,22.0,20.0,1.0,22.0,35.0,1.0,15.0,15.0,4.0,,,,1.0,2.0,3.0,1859
8,36,331685,7397635,00080546,1,80.6875,546,1,08042018,1,1,1,2,1,000805461,1,80.6875,1,2,2,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1,2.0,38.0,2011.0,,,5513.75,3,00080546101,1,73.355868,1,1,39,1,1,4,1,3,,,,,,,8.0,36.0,331685.0,7397635.0,3.0,1.0,6.0,4.0,4.0,,,,,,,,,,1.0,120.567414,4.0,2,8.0,36.0,-46.648583538278466,-23.522516428208174,5.0,36.0,-46.640517233135576,-23.544075321114992,,,,,,,,,,,,,8.0,2.0,2.0,2.0,15.0,,,,9.0,0.0,1.0,9.0,20.0,1.0,20.0,15.0,4.0,,,,7.0,1.0,3.0,1997
8,36,331685,7397635,00080546,0,80.6875,546,1,08042018,1,1,1,2,1,000805461,0,80.6875,1,2,2,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1,2.0,38.0,2011.0,,,5513.75,3,00080546101,0,73.355868,1,1,39,1,1,4,1,3,,,,,,,8.0,36.0,331685.0,7397635.0,3.0,1.0,6.0,4.0,4.0,,,,,,,,,,2.0,120.567414,4.0,2,5.0,36.0,-46.640517233135576,-23.544075321114992,8.0,36.0,-46.648583538278466,-23.522516428208174,,,,,,,,,,,,,2.0,8.0,2.0,2.0,15.0,,,,19.0,45.0,1.0,20.0,0.0,1.0,15.0,15.0,4.0,,,,7.0,1.0,3.0,1998
9,36,333727,7397170,00090002,1,28.636364,2,1,22092017,1,1,1,4,1,000900021,1,28.636364,1,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,5.0,20.0,,,,1000.0,1,00090002101,1,34.997227,1,1,30,1,1,4,1,1,1000.0,,,,,,7.0,36.0,332912.0,7396501.0,2.0,2.0,11.0,4.0,1.0,,,,,,,,,,1.0,57.521304,5.0,4,9.0,36.0,-46.62864088043521,-23.526925422959224,9.0,36.0,-46.62588289299756,-23.524037511520472,,,,,,,,,,,,,8.0,4.0,2.0,1.0,15.0,,,,6.0,40.0,1.0,6.0,50.0,1.0,10.0,15.0,4.0,,,,1.0,1.0,3.0,2188
9,36,333727,7397170,00090002,0,28.636364,2,1,22092017,1,1,1,4,1,000900021,0,28.636364,1,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,5.0,20.0,,,,1000.0,1,00090002101,0,34.997227,1,1,30,1,1,4,1,1,1000.0,,,,,,7.0,36.0,332912.0,7396501.0,2.0,2.0,11.0,4.0,1.0,,,,,,,,,,2.0,57.521304,5.0,4,9.0,36.0,-46.62588289299756,-23.524037511520472,7.0,36.0,-46.63351408373245,-23.52979108814333,,,,,,,,,,,,,4.0,4.0,1.0,1.0,15.0,,,,6.0,50.0,1.0,7.0,0.0,1.0,10.0,15.0,4.0,,,,1.0,2.0,3.0,2189
9,36,333727,7397170,00090002,0,28.636364,2,1,22092017,1,1,1,4,1,000900021,0,28.636364,1,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,5.0,20.0,,,,1000.0,1,00090002101,0,34.997227,1,1,30,1,1,4,1,1,1000.0,,,,,,7.0,36.0,332912.0,7396501.0,2.0,2.0,11.0,4.0,1.0,,,,,,,,,,3.0,57.521304,5.0,4,7.0,36.0,-46.63351408373245,-23.52979108814333,7.0,36.0,-46.636695995441684,-23.532882083864624,,,,,,,,,,,,,4.0,2.0,1.0,2.0,15.0,,,,7.0,1.0,1.0,7.0,6.0,1.0,5.0,15.0,4.0,,,,2.0,1.0,3.0,2190
